,artist,top genre,year released,bpm,top year,artist type
512,Chris Brown,dance pop,2015.0,98.0,2015.0,Solo
513,Demi Lovato,dance pop,2015.0,114.0,2015.0,Solo
514,Demi Lovato,dance pop,2015.0,130.0,2015.0,Solo
515,Deorro,dance pop,2017.0,128.0,2015.0,Solo
516,Disclosure,edm,2015.0,106.0,2015.0,Duo
517,DJ Snake,dance pop,2014.0,196.0,2015.0,Solo
518,Drake,canadian hip hop,2016.0,135.0,2015.0,Solo
519,Drake,canadian hip hop,2015.0,142.0,2015.0,Solo
520,Ed Sheeran,pop,2014.0,79.0,2015.0,Solo
521,Ellie Goulding,dance pop,2015.0,190.0,2015.0,Solo
522,Ellie Goulding,dance pop,2015.0,155.0,2015.0,Solo
523,Fall Out Boy,emo,2015.0,176.0,2015.0,Band/Group
524,Fetty Wap,new jersey rap,2015.0,190.0,2015.0,Solo
525,Fetty Wap,new jersey rap,2015.0,148.0,2015.0,Solo
526,Fetty Wap,new jersey rap,2015.0,128.0,2015.0,Solo
527,Flo Rida,dance pop,2015.0,94.0,2015.0,Solo
528,Flo Rida,dance pop,2015.0,146.0,2015.0,Solo
529,Foals,indie rock,2015.0,104.0,2015.0,Band/Group
530,Galantis,dance pop,2015.0,126.0,2015.0,Duo
531,George Ezra,folk-pop,2014.0,94.0,2015.0,Solo
532,Hailee Steinfeld,dance pop,2016.0,123.0,2015.0,Solo
533,Hozier,irish singer-songwriter,2014.0,129.0,2015.0,Solo
534,Jack Ü,edm,2015.0,139.0,2015.0,Duo
535,Jeremih,chicago rap,2015.0,79.0,2015.0,Solo
536,Jidenna,ghanaian hip hop,2015.0,94.0,2015.0,Solo
537,Justin Bieber,canadian pop,2015.0,125.0,2015.0,Solo
538,KALEO,icelandic indie,2016.0,163.0,2015.0,Band/Group
539,Kendrick Lamar,conscious hip hop,2015.0,107.0,2015.0,Solo
540,Kygo,edm,2016.0,100.0,2015.0,Solo
541,Kygo,edm,2015.0,154.0,2015.0,Solo
542,Lana Del Rey,art pop,2015.0,132.0,2015.0,Solo
543,Låpsley,electropop,2016.0,138.0,2015.0,Solo
544,Lemaitre,alternative dance,2017.0,92.0,2015.0,Duo
545,Luke Christopher,indie pop rap,2015.0,82.0,2015.0,Solo
546,Major Lazer,dance pop,2015.0,98.0,2015.0,Trio
547,Major Lazer,dance pop,2015.0,108.0,2015.0,Trio
548,Mark Ronson,dance pop,2015.0,115.0,2015.0,Solo
549,Martin Solveig,dance pop,2015.0,125.0,2015.0,Solo
550,Meek Mill,hip hop,2015.0,78.0,2015.0,Solo
551,Mumford & Sons,modern folk rock,2015.0,114.0,2015.0,Band/Group
552,Natalie La Rose,chicago rap,2014.0,105.0,2015.0,Solo
553,Nico & Vinz,pop rap,2015.0,104.0,2015.0,Duo
554,Oh Wonder,electropop,2015.0,142.0,2015.0,Duo
555,Omarion,dance pop,2014.0,97.0,2015.0,Solo
556,One Direction,boy band,2015.0,138.0,2015.0,Band/Group
557,One Direction,boy band,2015.0,100.0,2015.0,Band/Group
558,Petit Biscuit,new french touch,2015.0,91.0,2015.0,Solo
559,Philip George,deep groove house,2014.0,123.0,2015.0,Solo
560,Pitbull,dance pop,2014.0,124.0,2015.0,Solo
561,Rae Sremmurd,hip hop,2015.0,125.0,2015.0,Duo
562,Rich Homie Quan,atl hip hop,2015.0,82.0,2015.0,Solo
563,Rihanna,barbadian pop,2015.0,206.0,2015.0,Solo
564,Rihanna,barbadian pop,2015.0,103.0,2015.0,Solo
565,Rob $tone,san diego rap,2016.0,108.0,2015.0,Solo
566,Robin Schulz,dance pop,2015.0,123.0,2015.0,Solo
567,Rudimental,dance pop,2015.0,123.0,2015.0,Band/Group
568,Sam Smith,dance pop,2014.0,100.0,2015.0,Solo
569,SAYGRACE,dance pop,2015.0,186.0,2015.0,Solo
570,Selena Gomez,dance pop,2015.0,98.0,2015.0,Solo
571,Selena Gomez,dance pop,2015.0,111.0,2015.0,Solo
572,Selena Gomez,dance pop,2015.0,89.0,2015.0,Solo
573,Sheppard,australian indie,2015.0,142.0,2015.0,Band/Group
574,Sigala,dance pop,2018.0,124.0,2015.0,Solo
575,Snakehips,edm,2015.0,95.0,2015.0,Duo
576,Tame Impala,australian psych,2015.0,117.0,2015.0,Band/Group
577,Taylor Swift,pop,2014.0,96.0,2015.0,Solo
578,Taylor Swift,pop,2014.0,140.0,2015.0,Solo
579,Taylor Swift,pop,2015.0,170.0,2015.0,Solo
580,Taylor Swift,pop,2014.0,95.0,2015.0,Solo
581,The Strumbellas,canadian indie,2016.0,81.0,2015.0,Band/Group
582,The Weeknd,canadian contemporary r&b,2015.0,113.0,2015.0,Solo
583,The Weeknd,canadian contemporary r&b,2015.0,108.0,2015.0,Solo
584,The Weeknd,canadian contemporary r&b,2014.0,120.0,2015.0,Solo
585,The Weeknd,canadian contemporary r&b,2015.0,168.0,2015.0,Solo
586,Thomas Rhett,contemporary country,2015.0,166.0,2015.0,Solo
587,Tove Lo,art pop,2014.0,120.0,2015.0,Solo
588,Travis Scott,hip hop,2015.0,131.0,2015.0,Solo
589,Trey Songz,dance pop,2015.0,95.0,2015.0,Solo
590,Trey Songz,dance pop,2015.0,97.0,2015.0,Solo
591,Troye Sivan,australian pop,2015.0,92.0,2015.0,Solo
592,Twenty One Pilots,modern rock,2015.0,170.0,2015.0,Duo
593,Usher,atl hip hop,2014.0,113.0,2015.0,Solo
594,WALK THE MOON,dance pop,2014.0,128.0,2015.0,Band/Group
595,Wiz Khalifa,dance pop,2015.0,80.0,2015.0,Solo
596,X Ambassadors,modern alternative rock,2015.0,90.0,2015.0,Band/Group
597,X Ambassadors,modern alternative rock,2015.0,117.0,2015.0,Band/Group
598,Years & Years,dance pop,2015.0,120.0,2015.0,Band/Group
599,Zedd,complextro,2015.0,130.0,2015.0,Solo
600,Adele,british soul,2015.0,144.0,2016.0,Solo
601,Adele,british soul,2015.0,164.0,2016.0,Solo
602,Adele,british soul,2015.0,79.0,2016.0,Solo
603,Alessia Cara,canadian contemporary r&b,2015.0,120.0,2016.0,Solo
604,Anne-Marie,dance pop,2016.0,147.0,2016.0,Solo
605,Ariana Grande,dance pop,2016.0,108.0,2016.0,Solo
606,Ariana Grande,dance pop,2016.0,159.0,2016.0,Solo
607,Ariana Grande,dance pop,2016.0,134.0,2016.0,Solo
608,Astrid S,alt z,2021.0,120.0,2016.0,Solo
609,Bastille,metropopolis,2016.0,120.0,2016.0,Band/Group
610,Beyoncé,dance pop,2016.0,130.0,2016.0,Solo
611,Bryson Tiller,kentucky hip hop,2015.0,97.0,2016.0,Solo
612,Bryson Tiller,kentucky hip hop,2015.0,160.0,2016.0,Solo
613,Calum Scott,neo mellow,2018.0,113.0,2016.0,Solo
614,Calvin Harris,dance pop,2016.0,124.0,2016.0,Solo
615,Calvin Harris,dance pop,2016.0,120.0,2016.0,Solo
616,Charlie Puth,dance pop,2016.0,100.0,2016.0,Solo
617,Charlie Puth,dance pop,2016.0,91.0,2016.0,Solo
618,Charlie Puth,dance pop,2016.0,112.0,2016.0,Solo
619,Cheat Codes,dance pop,2016.0,102.0,2016.0,Trio
620,Chris Brown,dance pop,2015.0,93.0,2016.0,Solo
621,Clean Bandit,dance pop,2016.0,130.0,2016.0,Band/Group
622,Coldplay,permanent wave,2015.0,90.0,2016.0,Band/Group
623,Coldplay,permanent wave,2015.0,112.0,2016.0,Band/Group
624,David Guetta,big room,2016.0,110.0,2016.0,Solo
625,Daya,alt z,2016.0,182.0,2016.0,Solo
626,Daya,alt z,2016.0,95.0,2016.0,Solo
627,DJ Snake,dance pop,2016.0,100.0,2016.0,Solo
628,DJ Snake,dance pop,2016.0,105.0,2016.0,Solo
629,DNCE,dance pop,2016.0,119.0,2016.0,Band/Group
630,Drake,canadian hip hop,2016.0,118.0,2016.0,Solo
631,Dua Lipa,dance pop,2017.0,110.0,2016.0,Solo
632,Enrique Iglesias,dance pop,2016.0,91.0,2016.0,Solo
633,Fifth Harmony,dance pop,2016.0,105.0,2016.0,Band/Group
634,Fifth Harmony,dance pop,2016.0,95.0,2016.0,Band/Group
635,Flo Rida,dance pop,2015.0,94.0,2016.0,Solo
636,Flume,australian dance,2016.0,75.0,2016.0,Solo
637,Frank Ocean,alternative r&b,2016.0,160.0,2016.0,Solo
638,Future,atl hip hop,2016.0,144.0,2016.0,Solo
639,Galantis,dance pop,2016.0,126.0,2016.0,Duo
640,Garrett Nash,electropop,2016.0,93.0,2016.0,Solo
641,G-Eazy,indie pop rap,2015.0,112.0,2016.0,Solo
642,Hailee Steinfeld,dance pop,2016.0,100.0,2016.0,Solo
643,James Arthur,pop,2016.0,108.0,2016.0,Solo
644,James TW,neo mellow,2019.0,126.0,2016.0,Solo
645,John Legend,neo soul,2016.0,123.0,2016.0,Solo
646,Jonas Blue,dance pop,2018.0,118.0,2016.0,Solo
647,Jonas Blue,dance pop,2018.0,114.0,2016.0,Solo
648,Justin Bieber,canadian pop,2015.0,100.0,2016.0,Solo
649,Justin Bieber,canadian pop,2015.0,100.0,2016.0,Solo
650,Justin Timberlake,dance pop,2016.0,113.0,2016.0,Solo
651,Kiiara,alt z,2020.0,113.0,2016.0,Solo
652,Kygo,edm,2016.0,100.0,2016.0,Solo
653,Kygo,edm,2015.0,103.0,2016.0,Solo
654,Lil Wayne,hip hop,2016.0,169.0,2016.0,Solo
655,Little Mix,dance pop,2016.0,126.0,2016.0,Band/Group
656,Lukas Graham,danish pop,2016.0,120.0,2016.0,Band/Group
657,Maggie Rogers,indie pop,2019.0,104.0,2016.0,Solo
658,Major Lazer,dance pop,2016.0,93.0,2016.0,Trio
659,Marc E. Bassy,pop,2017.0,84.0,2016.0,Solo
660,Marshmello,brostep,2016.0,142.0,2016.0,Solo
661,Martin Garrix,dance pop,2016.0,134.0,2016.0,Solo
662,Meghan Trainor,dance pop,2017.0,92.0,2016.0,Solo
663,Mike Perry,dance pop,2016.0,90.0,2016.0,Solo
664,Mike Posner,dance pop,2016.0,102.0,2016.0,Solo
665,MØ,art pop,2016.0,105.0,2016.0,Solo
666,Niall Horan,dance pop,2016.0,112.0,2016.0,Solo
667,Nick Jonas,dance pop,2016.0,124.0,2016.0,Solo
668,Olivia Holt,alt z,2016.0,101.0,2016.0,Solo
669,One Direction,boy band,2015.0,87.0,2016.0,Band/Group
670,OneRepublic,dance pop,2016.0,100.0,2016.0,Band/Group
671,P!nk,dance pop,2016.0,163.0,2016.0,Solo
672,PARTYNEXTDOOR,pop,2016.0,128.0,2016.0,Solo
673,Rihanna,barbadian pop,2016.0,111.0,2016.0,Solo
674,Rihanna,barbadian pop,2016.0,92.0,2016.0,Solo
675,Ruth B.,alt z,2015.0,124.0,2016.0,Solo
676,SAYGRACE,dance pop,2016.0,186.0,2016.0,Solo
677,Selena Gomez,dance pop,2015.0,98.0,2016.0,Solo
678,Selena Gomez,dance pop,2015.0,111.0,2016.0,Solo
679,Shawn Mendes,canadian pop,2017.0,83.0,2016.0,Solo
680,Shawn Mendes,canadian pop,2015.0,114.0,2016.0,Solo
681,Sia,australian dance,2016.0,192.0,2016.0,Solo
682,Sia,australian dance,2016.0,90.0,2016.0,Solo
683,Sigala,dance pop,2018.0,125.0,2016.0,Solo
684,Snakehips,edm,2015.0,95.0,2016.0,Duo
685,Steve Aoki,dance pop,2018.0,115.0,2016.0,Solo
686,The 1975,modern alternative rock,2016.0,101.0,2016.0,Band/Group
687,The 1975,modern alternative rock,2016.0,121.0,2016.0,Band/Group
688,The Chainsmokers,dance pop,2016.0,95.0,2016.0,Duo
689,The Chainsmokers,dance pop,2016.0,160.0,2016.0,Duo
690,The Chainsmokers,dance pop,2015.0,100.0,2016.0,Duo
691,The Lumineers,folk-pop,2016.0,76.0,2016.0,Band/Group
692,The Weeknd,canadian contemporary r&b,2016.0,186.0,2016.0,Solo
693,Timeflies,dance pop,2016.0,105.0,2016.0,Duo
694,Tinie Tempah,dance pop,2016.0,120.0,2016.0,Solo
695,Tove Lo,art pop,2016.0,102.0,2016.0,Solo
696,X Ambassadors,modern alternative rock,2015.0,90.0,2016.0,Band/Group
697,X Ambassadors,modern alternative rock,2015.0,117.0,2016.0,Band/Group
698,Zara Larsson,dance pop,2017.0,146.0,2016.0,Solo
699,ZAYN,dance pop,2016.0,125.0,2016.0,Solo
700,2 Chainz,atl hip hop,2017.0,73.0,2017.0,Solo
701,21 Savage,atl hip hop,2017.0,75.0,2017.0,Solo
702,A Boogie Wit da Hoodie,melodic rap,2017.0,129.0,2017.0,Solo
703,A$AP Ferg,gangster rap,2017.0,170.0,2017.0,Solo
704,AJR,modern rock,2017.0,124.0,2017.0,Trio
705,Aminé,hip hop,2017.0,120.0,2017.0,Solo
706,Axwell /\ Ingrosso,dance pop,2017.0,123.0,2017.0,Duo
707,Ayo & Teo,social media pop,2017.0,145.0,2017.0,Duo
708,Big Sean,detroit hip hop,2017.0,82.0,2017.0,Solo
709,Big Shaq,london rap,2017.0,135.0,2017.0,Solo
710,Billie Eilish,art pop,2017.0,120.0,2017.0,Solo
711,blackbear,electropop,2017.0,111.0,2017.0,Solo
712,Bruno Mars,dance pop,2016.0,134.0,2017.0,Solo
713,Bruno Mars,dance pop,2016.0,107.0,2017.0,Solo
714,Calvin Harris,dance pop,2017.0,101.0,2017.0,Solo
715,Calvin Harris,dance pop,2017.0,104.0,2017.0,Solo
716,Camila Cabello,dance pop,2018.0,105.0,2017.0,Solo
717,Cardi B,dance pop,2018.0,125.0,2017.0,Solo
718,Cheat Codes,dance pop,2017.0,113.0,2017.0,Trio
719,Childish Gambino,atl hip hop,2016.0,160.0,2017.0,Solo
720,Clean Bandit,dance pop,2016.0,102.0,2017.0,Band/Group
721,Demi Lovato,dance pop,2017.0,144.0,2017.0,Solo
722,DJ Khaled,dance pop,2017.0,81.0,2017.0,Solo
723,DJ Khaled,dance pop,2017.0,98.0,2017.0,Solo
724,Drake,canadian hip hop,2017.0,112.0,2017.0,Solo
725,Drake,canadian hip hop,2017.0,134.0,2017.0,Solo
726,Ed Sheeran,pop,2017.0,95.0,2017.0,Solo
727,Ed Sheeran,pop,2017.0,96.0,2017.0,Solo
728,Foster The People,indietronica,2017.0,97.0,2017.0,Band/Group
729,French Montana,gangster rap,2017.0,98.0,2017.0,Solo
730,Future,atl hip hop,2017.0,150.0,2017.0,Solo
731,G-Eazy,indie pop rap,2017.0,88.0,2017.0,Solo
732,G-Eazy,indie pop rap,2017.0,176.0,2017.0,Solo
733,Hailee Steinfeld,dance pop,2017.0,103.0,2017.0,Solo
734,Halsey,dance pop,2017.0,110.0,2017.0,Solo
735,Hayden James,aussietronica,2019.0,148.0,2017.0,Solo
736,Imagine Dragons,modern rock,2017.0,125.0,2017.0,Band/Group
737,Imagine Dragons,modern rock,2017.0,168.0,2017.0,Band/Group
738,Imagine Dragons,modern rock,2017.0,135.0,2017.0,Band/Group
739,Kendrick Lamar,conscious hip hop,2017.0,150.0,2017.0,Solo
740,Kendrick Lamar,conscious hip hop,2017.0,126.0,2017.0,Solo
741,Kendrick Lamar,conscious hip hop,2017.0,140.0,2017.0,Solo
742,Kendrick Lamar,conscious hip hop,2017.0,190.0,2017.0,Solo
743,Khalid,pop,2017.0,137.0,2017.0,Solo
744,Khalid,pop,2017.0,80.0,2017.0,Solo
745,Kodak Black,florida rap,2017.0,172.0,2017.0,Solo
746,KYLE,pop,2016.0,75.0,2017.0,Solo
747,Lana Del Rey,art pop,2017.0,100.0,2017.0,Solo
748,Liam Payne,dance pop,2019.0,106.0,2017.0,Solo
749,Lil Peep,emo rap,2017.0,106.0,2017.0,Solo
750,Lil Pump,emo rap,2017.0,120.0,2017.0,Solo
751,Lil Uzi Vert,melodic rap,2017.0,155.0,2017.0,Solo
752,Little Mix,dance pop,2016.0,102.0,2017.0,Band/Group
753,Logic,conscious hip hop,2017.0,100.0,2017.0,Solo
754,Lorde,art pop,2017.0,76.0,2017.0,Solo
755,Lorde,art pop,2017.0,129.0,2017.0,Solo
756,Lorde,art pop,2017.0,107.0,2017.0,Solo
757,lovelytheband,indie poptimism,2018.0,123.0,2017.0,Band/Group
758,Luis Fonsi,latin,2019.0,178.0,2017.0,Solo
759,Machine Gun Kelly,ohio hip hop,2017.0,138.0,2017.0,Solo
760,Macklemore,pop rap,2017.0,140.0,2017.0,Solo
761,Maroon 5,pop,2018.0,100.0,2017.0,Band/Group
762,Maroon 5,pop,2018.0,100.0,2017.0,Band/Group
763,MGMT,alternative dance,2018.0,98.0,2017.0,Band/Group
764,Migos,atl hip hop,2017.0,127.0,2017.0,Trio
765,Migos,atl hip hop,2017.0,142.0,2017.0,Trio
766,Migos,atl hip hop,2017.0,139.0,2017.0,Trio
767,Miguel,dance pop,2017.0,146.0,2017.0,Solo
768,Miley Cyrus,dance pop,2017.0,140.0,2017.0,Solo
769,MØ,art pop,2017.0,120.0,2017.0,Solo
770,Niall Horan,dance pop,2017.0,86.0,2017.0,Solo
771,Playboi Carti,atl hip hop,2017.0,163.0,2017.0,Solo
772,PNAU,alternative dance,2017.0,120.0,2017.0,Trio
773,Portugal. The Man,indie rock,2017.0,79.0,2017.0,Band/Group
774,Post Malone,dfw rap,2016.0,123.0,2017.0,Solo
775,Post Malone,dfw rap,2016.0,144.0,2017.0,Solo
776,Rae Sremmurd,hip hop,2016.0,140.0,2017.0,Duo
777,Rae Sremmurd,hip hop,2016.0,146.0,2017.0,Duo
778,Rob $tone,san diego rap,2016.0,108.0,2017.0,Solo
779,Russ,hawaiian hip hop,2017.0,97.0,2017.0,Solo
780,Sam Smith,dance pop,2017.0,92.0,2017.0,Solo
781,Sean Paul,dance pop,2018.0,102.0,2017.0,Solo
782,Selena Gomez,dance pop,2017.0,123.0,2017.0,Solo
783,Shelley FKA DRAM,alternative r&b,2016.0,146.0,2017.0,Solo
784,Snakehips,edm,2017.0,122.0,2017.0,Duo
785,SZA,pop,2017.0,135.0,2017.0,Solo
786,Taylor Swift,pop,2017.0,128.0,2017.0,Solo
787,Taylor Swift,pop,2017.0,160.0,2017.0,Solo
788,The Chainsmokers,dance pop,2017.0,103.0,2017.0,Duo
789,The Chainsmokers,dance pop,2017.0,100.0,2017.0,Duo
790,The Vamps,boy band,2017.0,145.0,2017.0,Duo
791,The Vamps,boy band,2017.0,130.0,2017.0,Duo
792,The Weeknd,canadian contemporary r&b,2016.0,93.0,2017.0,Solo
793,Travis Scott,hip hop,2016.0,130.0,2017.0,Solo
794,Travis Scott,hip hop,2018.0,141.0,2017.0,Solo
795,XXXTENTACION,emo rap,2017.0,134.0,2017.0,Solo
796,Yo Gotti,dirty south rap,2017.0,150.0,2017.0,Solo
797,Zara Larsson,dance pop,2017.0,121.0,2017.0,Solo
798,Zay Hilfigerrr,hip hop,2016.0,161.0,2017.0,Solo
799,Zedd,complextro,2017.0,102.0,2017.0,Solo
800,5 Seconds of Summer,boy band,2018.0,120.0,2018.0,Band/Group
801,6ix9ine,emo rap,2018.0,126.0,2018.0,Solo
802,6ix9ine,emo rap,2018.0,157.0,2018.0,Solo
803,Ariana Grande,dance pop,2018.0,145.0,2018.0,Solo
804,Ariana Grande,dance pop,2018.0,122.0,2018.0,Solo
805,B Young,afroswing,2018.0,96.0,2018.0,Solo
806,Banx & Ranx,basshall,2018.0,113.0,2018.0,Duo
807,Bazzi,dance pop,2018.0,143.0,2018.0,Solo
808,benny blanco,electropop,2018.0,89.0,2018.0,Solo
809,Billie Eilish,art pop,2018.0,115.0,2018.0,Solo
810,BlocBoy JB,memphis hip hop,2018.0,140.0,2018.0,Solo
811,Bruno Mars,dance pop,2017.0,105.0,2018.0,Solo
812,Calvin Harris,dance pop,2018.0,124.0,2018.0,Solo
813,Camila Cabello,dance pop,2018.0,130.0,2018.0,Solo
814,Cardi B,dance pop,2018.0,136.0,2018.0,Solo
815,Cardi B,dance pop,2018.0,125.0,2018.0,Solo
816,Cardi B,dance pop,2018.0,152.0,2018.0,Solo
817,Cashmere Cat,dance pop,2018.0,100.0,2018.0,Solo
818,Charlie Puth,dance pop,2018.0,110.0,2018.0,Solo
819,Charlie Puth,dance pop,2018.0,112.0,2018.0,Solo
820,Charlie Puth,dance pop,2018.0,115.0,2018.0,Solo
821,Childish Gambino,atl hip hop,2018.0,120.0,2018.0,Solo
822,Dan + Shay,contemporary country,2018.0,86.0,2018.0,Duo
823,Dennis Lloyd,israeli pop,2017.0,100.0,2018.0,Solo
824,DJ Khaled,dance pop,2018.0,136.0,2018.0,Solo
825,Drake,canadian hip hop,2018.0,77.0,2018.0,Solo
826,Drake,canadian hip hop,2018.0,155.0,2018.0,Solo
827,Drake,canadian hip hop,2018.0,93.0,2018.0,Solo
828,Drake,canadian hip hop,2018.0,91.0,2018.0,Solo
829,Drake,canadian hip hop,2018.0,150.0,2018.0,Solo
830,Dua Lipa,dance pop,2017.0,97.0,2018.0,Solo
831,Dynoro,edm,2018.0,126.0,2018.0,Solo
832,Ella Mai,dance pop,2018.0,80.0,2018.0,Solo
833,Ella Mai,dance pop,2017.0,82.0,2018.0,Solo
834,Eminem,detroit hip hop,2017.0,90.0,2018.0,Solo
835,EO,afroswing,2018.0,103.0,2018.0,Solo
836,FINNEAS,alt z,2018.0,128.0,2018.0,Solo
837,Florida Georgia Line,contemporary country,2019.0,200.0,2018.0,Duo
838,G-Eazy,indie pop rap,2017.0,88.0,2018.0,Solo
839,George Ezra,folk-pop,2018.0,116.0,2018.0,Solo
840,George Ezra,folk-pop,2018.0,138.0,2018.0,Solo
841,girl in red,bedroom pop,2018.0,130.0,2018.0,Solo
842,Hailee Steinfeld,dance pop,2017.0,103.0,2018.0,Solo
843,Halsey,dance pop,2017.0,118.0,2018.0,Solo
844,Hugh Jackman,hollywood,2017.0,158.0,2018.0,Band/Group
845,Imagine Dragons,modern rock,2018.0,100.0,2018.0,Band/Group
846,Janelle Monáe,afrofuturism,2018.0,115.0,2018.0,Solo
847,Jason Aldean,contemporary country,2018.0,132.0,2018.0,Solo
848,Jay Rock,conscious hip hop,2018.0,137.0,2018.0,Solo
849,Jonas Blue,dance pop,2018.0,106.0,2018.0,Solo
850,Juice WRLD,chicago rap,2018.0,84.0,2018.0,Solo
851,Kendrick Lamar,conscious hip hop,2017.0,126.0,2018.0,Solo
852,Kendrick Lamar,conscious hip hop,2018.0,97.0,2018.0,Solo
853,Khalid,pop,2018.0,144.0,2018.0,Solo
854,King Princess,alt z,2018.0,72.0,2018.0,Solo
855,Lauv,dance pop,2018.0,92.0,2018.0,Solo
856,Lil Baby,atl hip hop,2018.0,120.0,2018.0,Solo
857,Lil Dicky,comedy rap,2018.0,133.0,2018.0,Solo
858,Logic,conscious hip hop,2018.0,150.0,2018.0,Solo
859,Loud Luxury,dance pop,2017.0,122.0,2018.0,Duo
860,M.O,afroswing,2018.0,110.0,2018.0,Band/Group
861,Machine Gun Kelly,ohio hip hop,2017.0,82.0,2018.0,Solo
862,Maluma,latin,2018.0,198.0,2018.0,Solo
863,Maroon 5,pop,2018.0,126.0,2018.0,Band/Group
864,Marshmello,brostep,2018.0,100.0,2018.0,Solo
865,Marshmello,brostep,2017.0,142.0,2018.0,Solo
866,Marshmello,brostep,2018.0,95.0,2018.0,Solo
867,Marshmello,brostep,2018.0,150.0,2018.0,Solo
868,Migos,atl hip hop,2018.0,146.0,2018.0,Trio
869,Migos,atl hip hop,2018.0,138.0,2018.0,Trio
870,Migos,atl hip hop,2018.0,182.0,2018.0,Trio
871,MK,dance pop,2017.0,122.0,2018.0,Solo
872,NF,hip hop,2017.0,148.0,2018.0,Solo
873,Nio Garcia,latin,2018.0,97.0,2018.0,Solo
874,Offset,atl hip hop,2017.0,100.0,2018.0,Solo
875,Ozuna,latin,2018.0,94.0,2018.0,Solo
876,Piso 21,colombian pop,2018.0,170.0,2018.0,Band/Group
877,Post Malone,dfw rap,2018.0,160.0,2018.0,Solo
878,Post Malone,dfw rap,2018.0,145.0,2018.0,Solo
879,Post Malone,dfw rap,2018.0,140.0,2018.0,Solo
880,Rae Sremmurd,hip hop,2018.0,174.0,2018.0,Duo
881,Rich The Kid,atl hip hop,2018.0,95.0,2018.0,Solo
882,Sheck Wes,rap,2018.0,146.0,2018.0,Solo
883,Sigrid,dance pop,2019.0,115.0,2018.0,Solo
884,Taylor Swift,pop,2017.0,95.0,2018.0,Solo
885,The 1975,modern alternative rock,2018.0,121.0,2018.0,Band/Group
886,The Chainsmokers,dance pop,2018.0,105.0,2018.0,Duo
887,The Chainsmokers,dance pop,2018.0,90.0,2018.0,Duo
888,The Weeknd,canadian contemporary r&b,2018.0,134.0,2018.0,Solo
889,The Weeknd,canadian contemporary r&b,2018.0,101.0,2018.0,Solo
890,Tiësto,big room,2018.0,128.0,2018.0,Solo
891,Travis Scott,hip hop,2018.0,155.0,2018.0,Solo
892,Tyga,dance pop,2018.0,98.0,2018.0,Solo
893,Vance Joy,folk-pop,2018.0,100.0,2018.0,Solo
894,XXXTENTACION,emo rap,2018.0,75.0,2018.0,Solo
895,XXXTENTACION,emo rap,2018.0,128.0,2018.0,Solo
896,XXXTENTACION,emo rap,2018.0,65.0,2018.0,Solo
897,Years & Years,dance pop,2018.0,104.0,2018.0,Band/Group
898,YG,cali rap,2018.0,204.0,2018.0,Solo
899,Zedd,complextro,2018.0,107.0,2018.0,Solo
900,21 Savage,atl hip hop,2018.0,146.0,2019.0,Solo
901,5 Seconds of Summer,boy band,2020.0,176.0,2019.0,Band/Group
902,A Boogie Wit da Hoodie,melodic rap,2018.0,93.0,2019.0,Solo
903,A Boogie Wit da Hoodie,melodic rap,2018.0,96.0,2019.0,Solo
904,AJ Tracey,grime,2019.0,134.0,2019.0,Solo
905,Anuel AA,latin,2019.0,105.0,2019.0,Solo
906,Anuel AA,latin,2019.0,92.0,2019.0,Solo
907,Ariana Grande,dance pop,2019.0,140.0,2019.0,Solo
908,Ariana Grande,dance pop,2019.0,107.0,2019.0,Solo
909,Ariana Grande,dance pop,2019.0,170.0,2019.0,Solo
910,Ariana Grande,dance pop,2019.0,190.0,2019.0,Solo
911,Ashley O,pop,2019.0,125.0,2019.0,Solo
912,Bad Bunny,latin,2019.0,176.0,2019.0,Solo
913,Bad Bunny,latin,2018.0,97.0,2019.0,Solo
914,Billie Eilish,art pop,2018.0,115.0,2019.0,Solo
915,Billie Eilish,art pop,2019.0,135.0,2019.0,Solo
916,Billie Eilish,art pop,2019.0,83.0,2019.0,Solo
917,Billie Eilish,art pop,2019.0,120.0,2019.0,Solo
918,BLACKPINK,k-pop,2019.0,132.0,2019.0,Band/Group
919,Blanco Brown,black americana,2019.0,98.0,2019.0,Solo
920,Blueface,cali rap,2018.0,104.0,2019.0,Solo
921,BTS,k-pop,2019.0,120.0,2019.0,Band/Group
922,Cardi B,dance pop,2019.0,134.0,2019.0,Solo
923,Cardi B,dance pop,2018.0,130.0,2019.0,Solo
924,DaBaby,north carolina hip hop,2019.0,75.0,2019.0,Solo
925,Dave,uk hip hop,2019.0,110.0,2019.0,Solo
926,Doja Cat,dance pop,2019.0,170.0,2019.0,Solo
927,Dominic Fike,alternative pop rock,2018.0,152.0,2019.0,Solo
928,Drake,canadian hip hop,2019.0,101.0,2019.0,Solo
929,Dua Lipa,dance pop,2019.0,124.0,2019.0,Solo
930,Ed Sheeran,pop,2019.0,138.0,2019.0,Solo
931,Ed Sheeran,pop,2019.0,95.0,2019.0,Solo
932,Ed Sheeran,pop,2019.0,152.0,2019.0,Solo
933,Flipp Dinero,melodic rap,2019.0,150.0,2019.0,Solo
934,Gesaffelstein,dark clubbing,2019.0,101.0,2019.0,Solo
935,Halsey,dance pop,2018.0,136.0,2019.0,Solo
936,iann dior,melodic rap,2019.0,81.0,2019.0,Solo
937,iann dior,melodic rap,2019.0,95.0,2019.0,Solo
